"id","team1","team2","season","team1_points_against","team2_points_against","team1_offense_metric","team2_offense_metric","date","score1","score2","prob1","elo1_pre","elo2_pre"
6555,"MIN","DAL",2005,"67.2941176470588235","67.6388888888888889","-2.5843463084402804","-1.0442935550004693","8/11/2005",66,72,"0.369",1468,1481
6693,"MIN","DAL",2005,"67.2941176470588235","67.6388888888888889","-2.5843463084402804","-1.0442935550004693","7/13/2005",71,61,"0.635",1495,1479
6472,"WAS","DAL",2005,"67.7941176470588235","67.6388888888888889","-0.52443517072000042941","-1.0442935550004693","8/27/2005",76,67,"0.569",1459,1491
6503,"WAS","DAL",2005,"67.7941176470588235","67.6388888888888889","-0.52443517072000042941","-1.0442935550004693","8/21/2005",52,66,"0.368",1463,1477
6707,"WAS","DAL",2005,"67.7941176470588235","67.6388888888888889","-0.52443517072000042941","-1.0442935550004693","7/7/2005",62,76,"0.702",1520,1451
6763,"WAS","DAL",2005,"67.7941176470588235","67.6388888888888889","-0.52443517072000042941","-1.0442935550004693","6/24/2005",69,55,"0.376",1490,1498
6527,"PHO","DAL",2005,"69.2352941176470588","67.6388888888888889","2.1355310416273811","-1.0442935550004693","8/16/2005",58,51,"0.652",1522,1494
6602,"PHO","DAL",2005,"69.2352941176470588","67.6388888888888889","2.1355310416273811","-1.0442935550004693","7/31/2005",63,66,"0.423",1510,1483
6512,"LAS","DAL",2005,"69.4722222222222222","67.6388888888888889","1.3490865949586280","-1.0442935550004693","8/19/2005",74,67,"0.599",1476,1486
6749,"LAS","DAL",2005,"69.4722222222222222","67.6388888888888889","1.3490865949586280","-1.0442935550004693","6/26/2005",73,79,"0.491",1548,1474
6544,"LVA","DAL",2005,"70.6176470588235294","67.6388888888888889","-4.2726799375178541","-1.0442935550004693","8/13/2005",59,60,"0.427",1358,1489
6886,"LVA","DAL",2005,"70.6176470588235294","67.6388888888888889","-4.2726799375178541","-1.0442935550004693","5/24/2005",65,74,"0.268",1430,1525
6481,"IND","DAL",2005,"62.7368421052631579","67.6388888888888889","-3.7070900468733286","-1.0442935550004693","8/25/2005",40,55,"0.488",1544,1473
6671,"IND","DAL",2005,"62.7368421052631579","67.6388888888888889","-3.7070900468733286","-1.0442935550004693","7/17/2005",59,58,"0.446",1506,1463
6682,"IND","DAL",2005,"62.7368421052631579","67.6388888888888889","-3.7070900468733286","-1.0442935550004693","7/15/2005",62,57,"0.653",1500,1469
6797,"IND","DAL",2005,"62.7368421052631579","67.6388888888888889","-3.7070900468733286","-1.0442935550004693","6/15/2005",84,79,"0.579",1489,1514
6447,"CON","DAL",2005,"66.0714285714285714","67.6388888888888889","5.4808012516990845","-1.0442935550004693","9/2/2005",75,67,"0.866",1649,1470
6455,"CON","DAL",2005,"66.0714285714285714","67.6388888888888889","5.4808012516990845","-1.0442935550004693","8/31/2005",73,62,"0.638",1639,1480
6607,"CON","DAL",2005,"66.0714285714285714","67.6388888888888889","5.4808012516990845","-1.0442935550004693","7/30/2005",66,75,"0.818",1636,1455
6657,"CON","DAL",2005,"66.0714285714285714","67.6388888888888889","5.4808012516990845","-1.0442935550004693","7/20/2005",57,66,"0.646",1642,1457
6779,"CON","DAL",2005,"66.0714285714285714","67.6388888888888889","5.4808012516990845","-1.0442935550004693","6/18/2005",73,63,"0.719",1589,1506
6899,"CON","DAL",2005,"66.0714285714285714","67.6388888888888889","5.4808012516990845","-1.0442935550004693","5/21/2005",67,78,"0.423",1525,1499
6639,"SEA","DAL",2005,"70.7027027027027027","67.6388888888888889","5.4954846146796611","-1.0442935550004693","7/23/2005",74,71,"0.690",1535,1476
6823,"SEA","DAL",2005,"70.7027027027027027","67.6388888888888889","5.4954846146796611","-1.0442935550004693","6/8/2005",76,61,"0.421",1560,1535
4477,"WAS","NYL",2009,"77.5277777777777778","74.5588235294117647","-2.4184739689641650","-5.1530661429450357","9/13/2009",65,86,"0.438",1465,1428
4604,"WAS","NYL",2009,"77.5277777777777778","74.5588235294117647","-2.4184739689641650","-5.1530661429450357","8/16/2009",59,60,"0.610",1443,1445
4688,"WAS","NYL",2009,"77.5277777777777778","74.5588235294117647","-2.4184739689641650","-5.1530661429450357","7/30/2009",78,75,"0.390",1457,1455
4736,"WAS","NYL",2009,"77.5277777777777778","74.5588235294117647","-2.4184739689641650","-5.1530661429450357","7/18/2009",68,67,"0.561",1447,1484
4539,"CHI","NYL",2009,"79.2058823529411765","74.5588235294117647","-2.5877234694708743","-5.1530661429450357","8/30/2009",63,77,"0.391",1450,1447
4549,"CHI","NYL",2009,"79.2058823529411765","74.5588235294117647","-2.5877234694708743","-5.1530661429450357","8/28/2009",96,77,"0.566",1432,1465
4617,"CHI","NYL",2009,"79.2058823529411765","74.5588235294117647","-2.5877234694708743","-5.1530661429450357","8/14/2009",88,77,"0.353",1441,1466
4719,"CHI","NYL",2009,"79.2058823529411765","74.5588235294117647","-2.5877234694708743","-5.1530661429450357","7/22/2009",70,77,"0.542",1433,1483
4676,"ATL","NYL",2009,"82.9166666666666667","74.5588235294117647","6.1722843558627872","-5.1530661429450357","8/1/2009",89,83,"0.652",1474,1444
4731,"ATL","NYL",2009,"82.9166666666666667","74.5588235294117647","6.1722843558627872","-5.1530661429450357","7/19/2009",86,89,"0.319",1427,1479
4766,"ATL","NYL",2009,"82.9166666666666667","74.5588235294117647","6.1722843558627872","-5.1530661429450357","7/11/2009",69,71,"0.287",1402,1480
4846,"ATL","NYL",2009,"82.9166666666666667","74.5588235294117647","6.1722843558627872","-5.1530661429450357","6/21/2009",81,93,"0.482",1403,1495
4701,"PHO","NYL",2009,"89.0222222222222222","74.5588235294117647","15.5642003487101526","-5.1530661429450357","7/26/2009",94,88,"0.503",1548,1465
4885,"PHO","NYL",2009,"89.0222222222222222","74.5588235294117647","15.5642003487101526","-5.1530661429450357","6/10/2009",91,84,"0.642",1513,1491
4854,"LVA","NYL",2009,"79.9459459459459459","74.5588235294117647","-2.0050223603482745","-5.1530661429450357","6/19/2009",61,77,"0.439",1515,1478
4871,"LVA","NYL",2009,"79.9459459459459459","74.5588235294117647","-2.0050223603482745","-5.1530661429450357","6/13/2009",63,60,"0.649",1510,1483
4654,"SAC","NYL",2009,"79.1176470588235294","74.5588235294117647","-2.2774222416090928","-5.1530661429450357","8/7/2009",66,84,"0.625",1436,1427
4709,"SAC","NYL",2009,"79.1176470588235294","74.5588235294117647","-2.2774222416090928","-5.1530661429450357","7/23/2009",88,73,"0.282",1414,1496
4629,"LAS","NYL",2009,"74.1000000000000000","74.5588235294117647","-4.6520781157545863","-5.1530661429450357","8/11/2009",61,65,"0.684",1507,1453
4772,"LAS","NYL",2009,"74.1000000000000000","74.5588235294117647","-4.6520781157545863","-5.1530661429450357","7/9/2009",69,60,"0.395",1504,1498
4516,"CON","NYL",2009,"78.0588235294117647","74.5588235294117647","-0.55331362710255444412","-5.1530661429450357","9/4/2009",88,85,"0.623",1456,1449
4584,"CON","NYL",2009,"78.0588235294117647","74.5588235294117647","-0.55331362710255444412","-5.1530661429450357","8/21/2009",83,85,"0.517",1539,1447
4593,"CON","NYL",2009,"78.0588235294117647","74.5588235294117647","-0.55331362710255444412","-5.1530661429450357","8/19/2009",74,69,"0.717",1534,1452
4895,"CON","NYL",2009,"78.0588235294117647","74.5588235294117647","-0.55331362710255444412","-5.1530661429450357","6/7/2009",66,57,"0.361",1490,1510
4491,"DAL","NYL",2009,"77.4102564102564103","74.5588235294117647","-0.42776355129296305897","-5.1530661429450357","9/10/2009",94,87,"0.733",1529,1434
4665,"DAL","NYL",2009,"77.4102564102564103","74.5588235294117647","-0.42776355129296305897","-5.1530661429450357","8/4/2009",76,64,"0.655",1469,1438
4799,"DAL","NYL",2009,"77.4102564102564103","74.5588235294117647","-0.42776355129296305897","-5.1530661429450357","7/2/2009",64,80,"0.412",1500,1482
4525,"SEA","NYL",2009,"72.8378378378378378","74.5588235294117647","-5.1040971107743763","-5.1530661429450357","9/1/2009",65,58,"0.529",1560,1460
4645,"SEA","NYL",2009,"72.8378378378378378","74.5588235294117647","-5.1040971107743763","-5.1530661429450357","8/8/2009",70,69,"0.705",1527,1456
4574,"MIN","NYL",2009,"83.1470588235294118","74.5588235294117647","1.7554497307092463","-5.1530661429450357","8/23/2009",67,80,"0.356",1431,1454
4832,"MIN","NYL",2009,"83.1470588235294118","74.5588235294117647","1.7554497307092463","-5.1530661429450357","6/23/2009",69,57,"0.584",1489,1510
4499,"IND","NYL",2009,"75.9318181818181818","74.5588235294117647","-1.5903702396349455","-5.1530661429450357","9/8/2009",69,63,"0.533",1546,1444
4813,"IND","NYL",2009,"75.9318181818181818","74.5588235294117647","-1.5903702396349455","-5.1530661429450357","6/27/2009",63,54,"0.664",1529,1491
4822,"IND","NYL",2009,"75.9318181818181818","74.5588235294117647","-1.5903702396349455","-5.1530661429450357","6/26/2009",82,81,"0.421",1522,1498
482,"DAL","SEA",2018,"85.8000000000000000","80.2380952380952381","4.2216767291584377","4.2473328767491697","8/19/2018",68,84,"0.177",1468,1655
630,"DAL","SEA",2018,"85.8000000000000000","80.2380952380952381","4.2216767291584377","4.2473328767491697","7/14/2018",84,91,"0.351",1587,1614
728,"DAL","SEA",2018,"85.8000000000000000","80.2380952380952381","4.2216767291584377","4.2473328767491697","6/24/2018",76,97,"0.579",1532,1557
821,"DAL","SEA",2018,"85.8000000000000000","80.2380952380952381","4.2216767291584377","4.2473328767491697","6/2/2018",94,90,"0.533",1490,1547
544,"IND","SEA",2018,"85.6764705882352941","80.2380952380952381","-5.9107478599707362","4.2473328767491697","8/7/2018",79,94,"0.213",1355,1662
586,"IND","SEA",2018,"85.6764705882352941","80.2380952380952381","-5.9107478599707362","4.2473328767491697","7/24/2018",72,92,"0.213",1320,1628
744,"IND","SEA",2018,"85.6764705882352941","80.2380952380952381","-5.9107478599707362","4.2473328767491697","6/22/2018",63,72,"0.167",1355,1553
442,"WAS","SEA",2018,"79.3255813953488372","80.2380952380952381","0.00910016027296065116","4.2473328767491697","9/12/2018",82,98,"0.563",1612,1657
444,"WAS","SEA",2018,"79.3255813953488372","80.2380952380952381","0.00910016027296065116","4.2473328767491697","9/9/2018",73,75,"0.301",1616,1653
446,"WAS","SEA",2018,"79.3255813953488372","80.2380952380952381","0.00910016027296065116","4.2473328767491697","9/7/2018",76,89,"0.333",1626,1643
528,"WAS","SEA",2018,"79.3255813953488372","80.2380952380952381","0.00910016027296065116","4.2473328767491697","8/9/2018",100,77,"0.451",1555,1669
655,"WAS","SEA",2018,"79.3255813953488372","80.2380952380952381","0.00910016027296065116","4.2473328767491697","7/8/2018",91,97,"0.294",1548,1620
835,"WAS","SEA",2018,"79.3255813953488372","80.2380952380952381","0.00910016027296065116","4.2473328767491697","5/29/2018",77,81,"0.401",1539,1529
613,"CHI","SEA",2018,"90.0882352941176471","80.2380952380952381","1.7227806645612485","4.2473328767491697","7/18/2018",83,101,"0.262",1362,1622
782,"CHI","SEA",2018,"90.0882352941176471","80.2380952380952381","1.7227806645612485","4.2473328767491697","6/12/2018",85,96,"0.202",1409,1568
852,"CHI","SEA",2018,"90.0882352941176471","80.2380952380952381","1.7227806645612485","4.2473328767491697","5/25/2018",91,95,"0.314",1458,1514
514,"MIN","SEA",2018,"78.1714285714285714","80.2380952380952381","-4.0830829633364465","4.2473328767491697","8/12/2018",72,81,"0.477",1545,1640
560,"MIN","SEA",2018,"78.1714285714285714","80.2380952380952381","-4.0830829633364465","4.2473328767491697","8/3/2018",75,85,"0.250",1537,1648
715,"MIN","SEA",2018,"78.1714285714285714","80.2380952380952381","-4.0830829633364465","4.2473328767491697","6/26/2018",91,79,"0.652",1615,1586
650,"LAS","SEA",2018,"77.2777777777777778","80.2380952380952381","-4.3528260855660675","4.2473328767491697","7/10/2018",77,75,"0.270",1533,1626
706,"LAS","SEA",2018,"77.2777777777777778","80.2380952380952381","-4.3528260855660675","4.2473328767491697","6/28/2018",72,81,"0.417",1597,1575
804,"LAS","SEA",2018,"77.2777777777777778","80.2380952380952381","-4.3528260855660675","4.2473328767491697","6/7/2018",63,88,"0.714",1618,1538
449,"PHO","SEA",2018,"83.5365853658536585","80.2380952380952381","4.0291791100139170","4.2473328767491697","9/4/2018",84,94,"0.291",1591,1635
453,"PHO","SEA",2018,"83.5365853658536585","80.2380952380952381","4.0291791100139170","4.2473328767491697","9/2/2018",86,84,"0.543",1585,1641
458,"PHO","SEA",2018,"83.5365853658536585","80.2380952380952381","4.0291791100139170","4.2473328767491697","8/31/2018",86,66,"0.450",1559,1667
462,"PHO","SEA",2018,"83.5365853658536585","80.2380952380952381","4.0291791100139170","4.2473328767491697","8/28/2018",87,91,"0.213",1562,1664
466,"PHO","SEA",2018,"83.5365853658536585","80.2380952380952381","4.0291791100139170","4.2473328767491697","8/26/2018",87,91,"0.221",1566,1661
575,"PHO","SEA",2018,"83.5365853658536585","80.2380952380952381","4.0291791100139170","4.2473328767491697","7/31/2018",91,102,"0.421",1501,1636
859,"PHO","SEA",2018,"83.5365853658536585","80.2380952380952381","4.0291791100139170","4.2473328767491697","5/23/2018",71,87,"0.680",1534,1484
869,"PHO","SEA",2018,"83.5365853658536585","80.2380952380952381","4.0291791100139170","4.2473328767491697","5/20/2018",87,82,"0.424",1523,1496
591,"ATL","SEA",2018,"80.1282051282051282","80.2380952380952381","-0.89195887322743282821","4.2473328767491697","7/22/2018",87,74,"0.416",1510,1649
666,"ATL","SEA",2018,"80.1282051282051282","80.2380952380952381","-0.89195887322743282821","4.2473328767491697","7/6/2018",86,95,"0.358",1430,1611
789,"ATL","SEA",2018,"80.1282051282051282","80.2380952380952381","-0.89195887322743282821","4.2473328767491697","6/10/2018",67,64,"0.245",1467,1582
751,"LVA","SEA",2018,"84.4705882352941176","80.2380952380952381","-0.55857219221991442647","4.2473328767491697","6/19/2018",89,77,"0.192",1416,1586
830,"LVA","SEA",2018,"84.4705882352941176","80.2380952380952381","-0.55857219221991442647","4.2473328767491697","5/31/2018",74,101,"0.223",1399,1536
844,"LVA","SEA",2018,"84.4705882352941176","80.2380952380952381","-0.55857219221991442647","4.2473328767491697","5/27/2018",98,105,"0.458",1409,1519
498,"NYL","SEA",2018,"84.8235294117647059","80.2380952380952381","-4.9848317921861563","4.2473328767491697","8/17/2018",77,85,"0.088",1328,1653
546,"NYL","SEA",2018,"84.8235294117647059","80.2380952380952381","-4.9848317921861563","4.2473328767491697","8/6/2018",80,96,"0.221",1356,1655
682,"NYL","SEA",2018,"84.8235294117647059","80.2380952380952381","-4.9848317921861563","4.2473328767491697","7/3/2018",62,77,"0.379",1432,1598
602,"CON","SEA",2018,"82.0857142857142857","80.2380952380952381","4.9579526348695593","4.2473328767491697","7/20/2018",65,78,"0.497",1550,1632
688,"CON","SEA",2018,"82.0857142857142857","80.2380952380952381","4.9579526348695593","4.2473328767491697","7/1/2018",70,84,"0.348",1557,1586
766,"CON","SEA",2018,"82.0857142857142857","80.2380952380952381","4.9579526348695593","4.2473328767491697","6/15/2018",92,103,"0.426",1601,1574
4231,"NYL","SEA",2010,"76.6923076923076923","74.4146341463414634","-0.29932391891540119744","-1.0595381818959669","7/6/2010",70,78,"0.201",1492,1651
4302,"NYL","SEA",2010,"76.6923076923076923","74.4146341463414634","-0.29932391891540119744","-1.0595381818959669","6/18/2010",84,92,"0.446",1485,1603
4059,"WAS","SEA",2010,"74.6388888888888889","74.4146341463414634","-2.9780832534740259","-1.0595381818959669","8/15/2010",80,71,"0.485",1538,1628
4388,"WAS","SEA",2010,"74.6388888888888889","74.4146341463414634","-2.9780832534740259","-1.0595381818959669","5/25/2010",76,82,"0.330",1499,1542
4054,"MIN","SEA",2010,"82.0882352941176471","74.4146341463414634","-3.0583228378911781","-1.0595381818959669","8/17/2010",64,68,"0.183",1434,1614
4133,"MIN","SEA",2010,"82.0882352941176471","74.4146341463414634","-3.0583228378911781","-1.0595381818959669","8/1/2010",72,71,"0.223",1388,1685
4199,"MIN","SEA",2010,"82.0882352941176471","74.4146341463414634","-3.0583228378911781","-1.0595381818959669","7/17/2010",71,73,"0.302",1437,1663
4410,"MIN","SEA",2010,"82.0882352941176471","74.4146341463414634","-3.0583228378911781","-1.0595381818959669","5/19/2010",76,79,"0.297",1452,1522
4140,"CHI","SEA",2010,"76.7941176470588235","74.4146341463414634","-3.7946995230565685","-1.0595381818959669","7/30/2010",60,80,"0.189",1504,1678
4383,"CHI","SEA",2010,"76.7941176470588235","74.4146341463414634","-3.7946995230565685","-1.0595381818959669","5/27/2010",84,75,"0.449",1432,1548
4102,"DAL","SEA",2010,"89.7941176470588235","74.4146341463414634","-2.6015754330468874","-1.0595381818959669","8/7/2010",65,111,"0.082",1304,1644
4124,"DAL","SEA",2010,"89.7941176470588235","74.4146341463414634","-2.6015754330468874","-1.0595381818959669","8/3/2010",84,75,"0.139",1277,1674
4164,"DAL","SEA",2010,"89.7941176470588235","74.4146341463414634","-2.6015754330468874","-1.0595381818959669","7/25/2010",59,75,"0.074",1313,1671
4270,"DAL","SEA",2010,"89.7941176470588235","74.4146341463414634","-2.6015754330468874","-1.0595381818959669","6/27/2010",72,83,"0.284",1387,1628
4000,"PHO","SEA",2010,"92.8157894736842105","74.4146341463414634","13.6901961957368587","-1.0595381818959669","9/5/2010",88,91,"0.420",1521,1646
4002,"PHO","SEA",2010,"92.8157894736842105","74.4146341463414634","13.6901961957368587","-1.0595381818959669","9/2/2010",74,82,"0.195",1525,1641
4037,"PHO","SEA",2010,"92.8157894736842105","74.4146341463414634","13.6901961957368587","-1.0595381818959669","8/20/2010",73,78,"0.457",1507,1617
4151,"PHO","SEA",2010,"92.8157894736842105","74.4146341463414634","13.6901961957368587","-1.0595381818959669","7/27/2010",85,91,"0.229",1543,1674
4212,"PHO","SEA",2010,"92.8157894736842105","74.4146341463414634","13.6901961957368587","-1.0595381818959669","7/14/2010",107,111,"0.417",1517,1656
4339,"PHO","SEA",2010,"92.8157894736842105","74.4146341463414634","13.6901961957368587","-1.0595381818959669","6/6/2010",74,97,"0.318",1537,1590
4397,"PHO","SEA",2010,"92.8157894736842105","74.4146341463414634","13.6901961957368587","-1.0595381818959669","5/22/2010",89,95,"0.656",1558,1526
3990,"ATL","SEA",2010,"83.2682926829268293","74.4146341463414634","7.8401169705853451","-1.0595381818959669","9/16/2010",84,87,"0.515",1587,1659
3992,"ATL","SEA",2010,"83.2682926829268293","74.4146341463414634","7.8401169705853451","-1.0595381818959669","9/14/2010",84,87,"0.262",1591,1655
3994,"ATL","SEA",2010,"83.2682926829268293","74.4146341463414634","7.8401169705853451","-1.0595381818959669","9/12/2010",77,79,"0.271",1594,1652
4083,"ATL","SEA",2010,"83.2682926829268293","74.4146341463414634","7.8401169705853451","-1.0595381818959669","8/10/2010",70,80,"0.485",1559,1650
4362,"ATL","SEA",2010,"83.2682926829268293","74.4146341463414634","7.8401169705853451","-1.0595381818959669","6/1/2010",72,90,"0.401",1576,1565
4075,"CON","SEA",2010,"79.8529411764705882","74.4146341463414634","1.6881132258440359","-1.0595381818959669","8/13/2010",88,68,"0.315",1449,1664
4112,"CON","SEA",2010,"79.8529411764705882","74.4146341463414634","1.6881132258440359","-1.0595381818959669","8/5/2010",82,83,"0.167",1444,1643
4187,"LVA","SEA",2010,"81.1111111111111111","74.4146341463414634","-5.3472271208528099","-1.0595381818959669","7/20/2010",74,80,"0.269",1412,1666
4258,"LVA","SEA",2010,"81.1111111111111111","74.4146341463414634","-5.3472271208528099","-1.0595381818959669","6/29/2010",72,86,"0.184",1457,1635
4292,"LVA","SEA",2010,"81.1111111111111111","74.4146341463414634","-5.3472271208528099","-1.0595381818959669","6/20/2010",61,82,"0.199",1453,1614
4370,"LVA","SEA",2010,"81.1111111111111111","74.4146341463414634","-5.3472271208528099","-1.0595381818959669","5/30/2010",56,84,"0.547",1486,1533
4009,"LAS","SEA",2010,"81.1388888888888889","74.4146341463414634","-4.1093007017709376","-1.0595381818959669","8/28/2010",66,81,"0.311",1440,1631
4020,"LAS","SEA",2010,"81.1388888888888889","74.4146341463414634","-4.1093007017709376","-1.0595381818959669","8/25/2010",66,79,"0.131",1444,1627
4030,"LAS","SEA",2010,"81.1388888888888889","74.4146341463414634","-4.1093007017709376","-1.0595381818959669","8/21/2010",75,76,"0.183",1446,1626
4241,"LAS","SEA",2010,"81.1388888888888889","74.4146341463414634","-4.1093007017709376","-1.0595381818959669","7/3/2010",62,75,"0.335",1442,1641
4328,"LAS","SEA",2010,"81.1388888888888889","74.4146341463414634","-4.1093007017709376","-1.0595381818959669","6/11/2010",60,82,"0.236",1480,1604
4349,"LAS","SEA",2010,"81.1388888888888889","74.4146341463414634","-4.1093007017709376","-1.0595381818959669","6/5/2010",75,79,"0.474",1483,1582
4412,"LAS","SEA",2010,"81.1388888888888889","74.4146341463414634","-4.1093007017709376","-1.0595381818959669","5/16/2010",67,81,"0.416",1529,1507
4274,"IND","SEA",2010,"74.2432432432432432","74.4146341463414634","-2.0230021318898461","-1.0595381818959669","6/25/2010",81,85,"0.322",1573,1622
4308,"IND","SEA",2010,"74.2432432432432432","74.4146341463414634","-2.0230021318898461","-1.0595381818959669","6/17/2010",72,65,"0.532",1557,1614
8850,"CLE","LAS",2001,"56.1142857142857143","67.1282051282051282","-3.4340773145345237","10.2679864176768201","6/22/2001",74,70,"0.474",1535,1633
8949,"CLE","LAS",2001,"56.1142857142857143","67.1282051282051282","-3.4340773145345237","10.2679864176768201","6/5/2001",50,58,"0.241",1489,1608
8446,"CHA","LAS",2001,"62.5750000000000000","67.1282051282051282","-1.7385756890908787","10.2679864176768201","9/1/2001",54,82,"0.164",1550,1697
8448,"CHA","LAS",2001,"62.5750000000000000","67.1282051282051282","-1.7385756890908787","10.2679864176768201","8/30/2001",66,75,"0.420",1561,1686
8872,"CHA","LAS",2001,"62.5750000000000000","67.1282051282051282","-1.7385756890908787","10.2679864176768201","6/19/2001",69,73,"0.106",1348,1638
8976,"CHA","LAS",2001,"62.5750000000000000","67.1282051282051282","-1.7385756890908787","10.2679864176768201","6/2/2001",67,76,"0.318",1387,1600
8699,"WAS","LAS",2001,"64.8437500000000000","67.1282051282051282","-5.0476908757300108","10.2679864176768201","7/14/2001",50,62,"0.211",1347,1655
8835,"NYL","LAS",2001,"63.3947368421052632","67.1282051282051282","1.0551119097655475","10.2679864176768201","6/24/2001",82,69,"0.515",1554,1623
8601,"MIN","LAS",2001,"67.3750000000000000","67.1282051282051282","-1.2170755054795061","10.2679864176768201","7/30/2001",69,78,"0.091",1366,1687
8744,"MIN","LAS",2001,"67.3750000000000000","67.1282051282051282","-1.2170755054795061","10.2679864176768201","7/8/2001",95,100,"0.143",1402,1633
8930,"MIN","LAS",2001,"67.3750000000000000","67.1282051282051282","-1.2170755054795061","10.2679864176768201","6/9/2001",60,62,"0.393",1458,1614
8904,"CON","LAS",2001,"68.9062500000000000","67.1282051282051282","2.0422250485724025","10.2679864176768201","6/14/2001",68,84,"0.174",1429,1619
8978,"CON","LAS",2001,"68.9062500000000000","67.1282051282051282","2.0422250485724025","10.2679864176768201","6/1/2001",62,68,"0.399",1441,1592
8551,"IND","LAS",2001,"70.2812500000000000","67.1282051282051282","2.5260683154464598","10.2679864176768201","8/6/2001",66,81,"0.087",1367,1695
8494,"POR","LAS",2001,"68.8125000000000000","67.1282051282051282","-0.53057703273514516250","10.2679864176768201","8/14/2001",58,67,"0.167",1336,1695
8615,"POR","LAS",2001,"68.8125000000000000","67.1282051282051282","-0.53057703273514516250","10.2679864176768201","7/28/2001",83,88,"0.257",1417,1682
8882,"POR","LAS",2001,"68.8125000000000000","67.1282051282051282","-0.53057703273514516250","10.2679864176768201","6/17/2001",75,90,"0.168",1435,1633
8826,"DAL","LAS",2001,"70.9062500000000000","67.1282051282051282","1.02084083382881273125","10.2679864176768201","6/26/2001",89,98,"0.299",1378,1607
8466,"HOU","LAS",2001,"62.5882352941176471","67.1282051282051282","-3.2981509913910661","10.2679864176768201","8/20/2001",58,70,"0.111",1495,1704
8474,"HOU","LAS",2001,"62.5882352941176471","67.1282051282051282","-3.2981509913910661","10.2679864176768201","8/18/2001",59,64,"0.298",1500,1699
8510,"HOU","LAS",2001,"62.5882352941176471","67.1282051282051282","-3.2981509913910661","10.2679864176768201","8/11/2001",54,65,"0.183",1520,1700
8859,"HOU","LAS",2001,"62.5882352941176471","67.1282051282051282","-3.2981509913910661","10.2679864176768201","6/21/2001",69,65,"0.611",1637,1639
8991,"HOU","LAS",2001,"62.5882352941176471","67.1282051282051282","-3.2981509913910661","10.2679864176768201","5/28/2001",63,66,"0.667",1621,1581
8790,"MIA","LAS",2001,"59.4857142857142857","67.1282051282051282","-5.2297466504930017","10.2679864176768201","7/1/2001",60,86,"0.159",1405,1614
8497,"LVA","LAS",2001,"69.1764705882352941","67.1282051282051282","2.8777370097257185","10.2679864176768201","8/13/2001",80,78,"0.346",1514,1705
8730,"LVA","LAS",2001,"69.1764705882352941","67.1282051282051282","2.8777370097257185","10.2679864176768201","7/10/2001",67,79,"0.339",1439,1635
8774,"LVA","LAS",2001,"69.1764705882352941","67.1282051282051282","2.8777370097257185","10.2679864176768201","7/3/2001",71,84,"0.168",1423,1621
8535,"PHO","LAS",2001,"67.7812500000000000","67.1282051282051282","-1.6095669880922880","10.2679864176768201","8/8/2001",67,79,"0.108",1410,1697
8720,"PHO","LAS",2001,"67.7812500000000000","67.1282051282051282","-1.6095669880922880","10.2679864176768201","7/11/2001",61,75,"0.315",1430,1645
8766,"PHO","LAS",2001,"67.7812500000000000","67.1282051282051282","-1.6095669880922880","10.2679864176768201","7/5/2001",50,73,"0.166",1426,1626
8450,"SAC","LAS",2001,"67.4864864864864865","67.1282051282051282","6.1274262820895948","10.2679864176768201","8/27/2001",62,93,"0.328",1648,1667
